Feeling Word (EN),Feeling Word (ES),Feeling Word (PT),Feeling Word (IT),It might relate to (EN),It might relate to (ES),It might relate to (PT),It might relate to (IT),Adaptive Explanation (EN),Adaptive Explanation (ES),Adaptive Explanation (PT),Adaptive Explanation (IT)
Bossy,Mandón,Mandão,Autoritario,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Attempts to assert control over others, often reflecting unmet needs for order or recognition.","Intenta ejercer control sobre los demás, a menudo reflejando necesidades insatisfechas de orden o reconocimiento.","Tenta afirmar controle sobre os outros, muitas vezes refletindo necessidades não atendidas de ordem ou reconhecimento.","Tenta di affermare il controllo sugli altri, spesso riflettendo bisogni insoddisfatti di ordine o riconoscimento."
Commanding,"Dominante, Convincente",Dominante,Autorevole,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Affirms belonging and emotional resonance with others, supporting wellbeing and trust.","Afirma el sentido de pertenencia y la resonancia emocional con los demás, apoyando el bienestar y la confianza.","Afirma o pertencimento e a ressonância emocional com os outros, apoiando o bem-estar e a confiança.","Afferma l'appartenenza e la risonanza emotiva con gli altri, supportando il benessere e la fiducia."
Controlling,Controlador,Controlador,Controllante,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Attempts to impose order or predictability, often reflecting a need for safety or certainty.","Intenta imponer orden o previsibilidad, a menudo reflejando una necesidad de seguridad o certeza.","Tenta impor ordem ou previsibilidade, muitas vezes refletindo uma necessidade de segurança ou certeza.","Tenta di imporre ordine o prevedibilità, spesso riflettendo un bisogno di sicurezza o certezza."
Dominant,Dominante,Dominante,Dominante,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Sparks vision and energy for growth, innovation, or meaningful action.","Despierta la visión y la energía para el crecimiento, la innovación o la acción significativa.","Acende a visão e a energia para crescimento, inovação ou ação significativa.","Accende visione ed energia per la crescita, l'innovazione o un'azione significativa."
Forceful,"Contundente, Enérgico","Enérgico, Forte","Energico, Forte",Power Over,Poder Sobre,Poder Sobre,Potere Su,"Asserts strength to influence outcomes, useful when decisive action is needed.","Afirma la fuerza para influir en los resultados, lo que es útil cuando se necesita una acción decisiva.","Afirma a força para influenciar resultados, útil quando uma ação decisiva é necessária.","Afferma la forza per influenzare gli esiti, utile quando è necessaria un'azione decisa."
Imperious,Imperioso,Imperioso,Imperioso,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Communicates urgency or certainty, which may support leadership or strain relationships.","Comunica urgencia o certeza, lo que puede apoyar el liderazgo o tensar las relaciones.","Comunica urgência ou certeza, que pode apoiar a liderança ou tensionar relacionamentos.","Comunica urgenza o certezza, che può supportare la leadership o mettere a dura prova le relazioni."
Influential,Influyente,Influente,Influente,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Reflects ability to shape outcomes or perspectives, often strengthening leadership or impact.","Refleja la capacidad de dar forma a los resultados o perspectivas, a menudo fortaleciendo el liderazgo o el impacto.","Reflete a capacidade de moldar resultados ou perspectivas, muitas vezes fortalecendo a liderança ou o impacto.","Riflette la capacità di modellare gli esiti o le prospettive, spesso rafforzando la leadership o l'impatto."
Overbearing,Autoritario,Autoritário,Prepotente,Power Over,Poder Sobre,Poder Sobre,Potere Su,Signals over-assertion that may mask insecurity or urgency to be heard or respected.,Indica una sobreafirmación que puede enmascarar la inseguridad o la urgencia de ser escuchado o respetado.,Sinaliza excesso de afirmação que pode mascarar insegurança ou urgência em ser ouvido ou respeitado.,Segnala un'eccessiva affermazione che potrebbe mascherare insicurezza o urgenza di essere ascoltati o rispettati.
Powerful,Poderoso,Poderoso,Potente,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Affirms capacity to take action and effect change, reinforcing a sense of agency.","Afirma la capacidad de tomar medidas y efectuar cambios, reforzando un sentido de capacidad de agencia.","Afirma a capacidade de tomar ação e efetuar mudança, reforçando um senso de agência.","Afferma la capacità di agire e di cambiare, rafforzando un senso di autonomia."
Superior,Superior,Superior,Superiore,Power Over,Poder Sobre,Poder Sobre,Potere Su,"Highlights perceived strength or advantage, which can motivate responsibility or dominance.","Destaca la fuerza o la ventaja percibidas, lo que puede motivar la responsabilidad o el dominio.","Destaca a força ou a vantagem percebidas, que podem motivar responsabilidade ou dominação.","Mette in evidenza la forza o il vantaggio percepiti, che possono motivare la responsabilità o il dominio."
Accommodating,Servicial,Prestativo,Accondiscendente,Power Under,Poder Bajo,Poder Sob,Potere Sotto,Highlights your ability to creatively navigate challenges using available tools.,Destaca tu capacidad para navegar creativamente por los desafíos utilizando las herramientas disponibles.,Destaca sua capacidade de navegar criativamente em desafios usando as ferramentas disponíveis.,Mette in evidenza la tua capacità di affrontare creativamente le sfide usando gli strumenti disponibili.
Compliant,Complaciente,Complacente,Accondiscendente,Power Under,Poder Bajo,Poder Sob,Potere Sotto,Sustains focus and persistence in the face of obstacles or challenge.,Mantiene el enfoque y la persistencia frente a los obstáculos o desafíos.,Sustenta o foco e a persistência diante de obstáculos ou desafios.,Sostiene la concentrazione e la persistenza di fronte a ostacoli o sfide.
Deferential,Respetuoso,Respeitoso,Deferente,Power Under,Poder Bajo,Poder Sob,Potere Sotto,Channels emotional energy toward action that aligns with meaningful goals.,Canaliza la energía emocional hacia una acción que se alinee con metas significativas.,Canaliza a energia emocional em direção a ações que se alinham com objetivos significativos.,Canalizza l'energia emotiva verso azioni che si allineano con obiettivi significativi.
Docile,Dócil,Dócil,Docile,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Affirms your ability to handle what’s needed, reinforcing self-efficacy.","Afirma tu capacidad para manejar lo que se necesita, reforzando la autoeficacia.","Afirma sua capacidade de lidar com o que é necessário, reforçando a auto-eficácia.","Afferma la tua capacità di gestire ciò che è necessario, rafforzando l'autoefficacia."
Humble,Humilde,Humilde,Umile,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Affirms alignment between effort, achievement, and personal or social values.","Afirma la alineación entre el esfuerzo, el logro y los valores personales o sociales.","Afirma o alinhamento entre esforço, conquista e valores pessoais ou sociais.","Afferma l'allineamento tra sforzo, realizzazione e valori personali o sociali."
Meek,Manso,Manso,"Mite, Docile",Power Under,Poder Bajo,Poder Sob,Potere Sotto,Anchors sustained effort to a goal or relationship that aligns with your values.,Ancla el esfuerzo sostenido a una meta o relación que se alinee con tus valores.,Ancoras o esforço sustentado a um objetivo ou relacionamento que se alinhe com seus valores.,Ancorra lo sforzo sostenuto a un obiettivo o a una relazione che si allinea con i tuoi valori.
Obedient,Obediente,Obediente,Obbediente,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Signals trust in your abilities, encouraging purposeful and resilient action.","Indica confianza en tus habilidades, fomentando una acción decidida y resiliente.","Sinaliza a confiança em suas habilidades, incentivando uma ação proposital e resiliente.","Segnala la fiducia nelle tue capacità, incoraggiando un'azione mirata e resiliente."
Passive,Pasivo,Passivo,Passivo,Power Under,Poder Bajo,Poder Sob,Potere Sotto,Reflects readiness to act in alignment with your values and sense of agency.,Refleja la disposición para actuar en alineación con tus valores y sentido de agencia.,Reflete a prontidão para agir em alinhamento com seus valores e senso de agência.,Riflette la prontezza ad agire in allineamento con i tuoi valori e il senso di autonomia.
Resigned,Resignado,Resignado,Rassegnato,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Signals successful recovery from stress, reinforcing your inner strength and adaptability.","Indica una recuperación exitosa del estrés, reforzando tu fuerza interior y adaptabilidad.","Sinaliza a recuperação bem-sucedida do estresse, reforçando sua força interior e adaptabilidade.","Segnala un recupero di successo dallo stress, rafforzando la tua forza interiore e adattabilità."
Subdued,"Sometido, Apaciguado","Submetido, Abatido",Sottomesso,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Concentrates attention on what matters most, reducing distraction and enhancing effectiveness.","Concentra la atención en lo que más importa, reduciendo la distracción y mejorando la efectividad.","Concentra a atenção no que mais importa, reduzindo a distração e aprimorando a eficácia.","Concentra l'attenzione su ciò che conta di più, riducendo le distrazioni e migliorando l'efficacia."
Submissive,Sumiso,Submisso,Sottomesso,Power Under,Poder Bajo,Poder Sob,Potere Sotto,"Validates completion or fulfillment of a goal or need, reinforcing competence.","Valida la finalización o el cumplimiento de una meta o necesidad, reforzando la competencia.","Valida a conclusão ou o cumprimento de um objetivo ou necessidade, reforçando a competência.","Convalida il completamento o la soddisfazione di un obiettivo o di un bisogno, rafforzando la competenza."
Yielding,Cediendo,Cedendo,Cedevole,Power Under,Poder Bajo,Poder Sob,Potere Sotto,Reminds you of your capacity to cope with or influence challenging situations.,Te recuerda tu capacidad para hacer frente o influir en situaciones desafiantes.,Lembra você de sua capacidade de lidar com ou influenciar situações desafiadoras.,Ti ricorda la tua capacità di affrontare o influenzare situazioni difficili.
Bliss,"Dicha, Felicidad","Felicidade, Dicha","Beatitudine, Felicità",Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Reflects a deep need for change or support when all options seem lost.,Refleja una profunda necesidad de cambio o apoyo cuando todas las opciones parecen perdidas.,Reflete uma necessidade profunda de mudança ou apoio quando todas as opções parecem perdidas.,Riflette un profondo bisogno di cambiamento o supporto quando tutte le opzioni sembrano perdute.
Contentment,Satisfacción,Satisfação,Appagamento,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Urges withdrawal to conserve energy and evaluate unmet emotional needs.,Insta a la retirada para conservar energía y evaluar las necesidades emocionales no satisfechas.,Instiga a retirada para conservar energia e avaliar necessidades emocionais não atendidas.,Sollecita il ritiro per conservare l'energia e valutare i bisogni emotivi insoddisfatti.
Delight,Delicia,Deleite,Delizia,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Honors loss or change and helps integrate meaning into your experience.,Honra la pérdida o el cambio y ayuda a integrar el significado en tu experiencia.,Honra a perda ou a mudança e ajuda a integrar o significado em sua experiência.,Onora la perdita o il cambiamento e aiuta a integrare il significato nella tua esperienza.
Ecstasy,Éxtasis,Êxtase,Estasi,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Alerts you to emotional or physical pain, prompting protection or healing.","Te alerta sobre el dolor emocional o físico, lo que provoca protección o curación.","Alerta para dor emocional ou física, incitando proteção ou cura.","Ti avvisa del dolore emotivo o fisico, spingendo alla protezione o alla guarigione."
Elation,"Euforia, Júbilo","Exaltação, Alegria","Euforia, Giubilo",Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Indicates acceptance of what can’t be controlled, helping preserve energy.","Indica la aceptación de lo que no se puede controlar, ayudando a preservar la energía.","Indica a aceitação do que não pode ser controlado, ajudando a preservar a energia.","Indica l'accettazione di ciò che non può essere controllato, aiutando a preservare l'energia."
Euphoria,Euforia,Euforia,Euforia,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Allows for emotional processing after loss, fostering healing and remembrance.","Permite el procesamiento emocional después de la pérdida, fomentando la curación y el recuerdo.","Permite o processamento emocional após a perda, fomentando a cura e a lembrança.","Consente l'elaborazione emotiva dopo la perdita, favorendo la guarigione e il ricordo."
Fulfillment,Realización,Realização,Realizzazione,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Indicates perceived lack of control, prompting you to seek support or simplify demands.","Indica una falta de control percibida, lo que te incita a buscar apoyo o a simplificar las demandas.","Indica a falta de controle percebida, incitando você a buscar apoio ou simplificar as demandas.","Indica una percepita mancanza di controllo, spingendoti a cercare supporto o a semplificare le richieste."
Happiness,Felicidad,Felicidade,Felicità,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Signals emotional exhaustion and the need to reconnect with purpose or support.,Indica un agotamiento emocional y la necesidad de reconectarse con el propósito o el apoyo.,Sinaliza exaustão emocional e a necessidade de se reconectar com o propósito ou apoio.,Segnala un esaurimento emotivo e il bisogno di riconnettersi con lo scopo o il supporto.
Joy,Alegría,Alegria,Gioia,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Helps you prepare for potential setbacks by anticipating difficulties.,Te ayuda a prepararte para posibles contratiempos al anticipar las dificultades.,Ajuda você a se preparar para possíveis contratempos antecipando dificuldades.,Ti aiuta a prepararti per potenziali battute d'arresto anticipando le difficoltà.
Pleasure,Placer,Prazer,Piacere,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,Prompts reconnection and highlights the importance of social belonging.,Provoca la reconexión y destaca la importancia de la pertenencia social.,Instiga a reconexão e destaca a importância do pertencimento social.,Spinge alla riconnessione e mette in evidenza l'importanza dell'appartenenza sociale.
Satisfaction,Satisfacción,Satisfação,Soddisfazione,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Alerts you to social disconnection, encouraging repair or new connection.","Te alerta sobre la desconexión social, fomentando la reparación o una nueva conexión.","Alerta para a desconexão social, incentivando o reparo ou uma nova conexão.","Ti avvisa della disconnessione sociale, incoraggiando la riparazione o una nuova connessione."
Warmth,"Calor, Calidez","Calor, Aconchego",Calore,Presence of Love,Presencia de Amor,Presença de Amor,Presenza d'Amore,"Signals loss of support or connection, encouraging self-protection or reconnection.","Indica la pérdida de apoyo o conexión, lo que fomenta la autoprotección o la reconexión.","Sinaliza a perda de apoio ou conexão, incentivando a autoproteção ou a reconexão.","Segnala la perdita di supporto o connessione, incoraggiando l'autoprotezione o la riconnessione."
Acclaimed,Aclamado,Aclamado,Acclamato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Amplifies your contribution through broad and public affirmation.,Amplifica tu contribución a través de una afirmación amplia y pública.,Amplifica sua contribuição através de afirmação ampla e pública.,Amplifica il tuo contributo attraverso un'affermazione ampia e pubblica.
Acknowledged,Reconocido,Reconhecido,Riconosciuto,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Enhances visibility and dignity by being seen and named.,Mejora la visibilidad y la dignidad al ser visto y nombrado.,Aprimora a visibilidade e a dignidade sendo visto e nomeado.,Migliora la visibilità e la dignità essendo visto e nominato.
Admired,Admirado,Ammirato,Ammirato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Inspires continued excellence through others’ positive regard.,Inspira la excelencia continua a través de la consideración positiva de los demás.,Inspira a excelência contínua através da consideração positiva dos outros.,Ispira un'eccellenza continua attraverso la stima positiva degli altri.
Appreciated,Apreciado,Apreciado,Apprezzato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Strengthens relationships and self-worth by affirming your contribution.,Fortalece las relaciones y la autoestima al afirmar tu contribución.,Fortalece relacionamentos e autoestima afirmando sua contribuição.,Rafforza le relazioni e l'autostima affermando il tuo contributo.
Celebrated,Celebrado,Celebrado,Celebrato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Elevates shared joy and meaning by highlighting achievement or presence.,Eleva la alegría y el significado compartidos al destacar el logro o la presencia.,Eleva a alegria e o significado compartilhados destacando a conquista ou a presença.,Eleva la gioia e il significato condivisi evidenziando il raggiungimento o la presenza.
Commended,Elogiado,Elogiado,Elogiato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Boosts morale and motivation by formally appreciating your actions.,Aumenta la moral y la motivación al apreciar formalmente tus acciones.,Impulsiona o moral e a motivação ao formalmente apreciar suas ações.,Aumenta il morale e la motivazione apprezzando formalmente le tue azioni.
Esteemed,Estimado,Estimado,Stimato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,"Affirms your positive impact, supporting confidence and leadership.","Afirma tu impacto positivo, apoyando la confianza y el liderazgo.","Afirma seu impacto positivo, apoiando a confiança e a liderança.","Afferma il tuo impatto positivo, supportando la fiducia e la leadership."
Honored,Honrado,Honrado,Onorato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,"Affirms your alignment with collective or moral values, deepening purpose.","Afirma tu alineación con los valores colectivos o morales, lo que profundiza el propósito.","Afirma seu alinhamento com valores coletivos ou morais, aprofundando o propósito.","Afferma il tuo allineamento con i valori collettivi o morali, approfondendo lo scopo."
Praised,Elogiado,Louvado,Lodato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Reinforces desired behavior and builds self-efficacy through affirmation.,Refuerza el comportamiento deseado y construye la autoeficacia a través de la afirmación.,Reforça o comportamento desejado e constrói a auto-eficácia através da afirmação.,Rafforza il comportamento desiderato e costruisce l'autoefficacia attraverso l'affermazione.
Recognized,Reconocido,Reconhecido,Riconosciuto,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,"Validates presence or effort, increasing motivation and sense of belonging.","Valida la presencia o el esfuerzo, lo que aumenta la motivación y el sentido de pertenencia.","Valida a presença ou o esforço, aumentando a motivação e o senso de pertencimento.","Convalida la presenza o lo sforzo, aumentando la motivazione e il senso di appartenenza."
Respected,Respetado,Respeitado,Rispettato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Strengthens social standing and mutual trust by recognizing your value.,Fortalece la posición social y la confianza mutua al reconocer tu valor.,Fortalece a posição social e a confiança mútua reconhecendo seu valor.,Rafforza la posizione sociale e la fiducia reciproca riconoscendo il tuo valore.
Validated,Validado,Validado,Validato,Recognition / Validation,Reconocimiento / Validación,Reconhecimento / Validação,Riconoscimento / Validazione,Confirms that your experience or identity is seen and accepted.,Confirma que tu experiencia o identidad es vista y aceptada.,Confirma que sua experiência ou identidade é vista e aceita.,Conferma che la tua esperienza o identità è vista e accettata.
Caring,Solidario,Cuidadoso,Premuroso,Relationship,Relación,Relacionamento,Relazione,Encourages accountability and realignment with values.,Fomenta la responsabilidad y el realineamiento con los valores.,Incentiva a responsabilidade e o realinhamento com os valores.,Incoraggia la responsabilità e il riallineamento con i valori.
Compassionate,Compasivo,Compassivo,Compassionevole,Relationship,Relación,Relacionamento,Relazione,"Highlights valued relationships or roles that feel threatened, prompting care or inquiry.","Destaca relaciones o roles valorados que se sienten amenazados, lo que provoca cuidado o investigación.","Destaca relacionamentos ou papéis valorizados que se sentem ameaçados, incitando cuidado ou investigação.","Mette in evidenza relazioni o ruoli valorizzati che si sentono minacciati, spingendo alla cura o all'indagine."
Devoted,Devoto,Devoto,Devoto,Relationship,Relación,Relacionamento,Relazione,"Increases social awareness, encouraging behavior that supports belonging.","Aumenta la conciencia social, fomentando el comportamiento que apoya el sentido de pertenencia.","Aumenta a consciência social, incentivando o comportamento que apoia o pertencimento.","Aumenta la consapevolezza sociale, incoraggiando un comportamento che supporta l'appartenenza."
Empathetic,Empático,Empático,Empatico,Relationship,Relación,Relacionamento,Relazione,"Indicates a gap in understanding, prompting exploration, learning, or clarification.","Indica una brecha en la comprensión, lo que provoca la exploración, el aprendizaje o la aclaración.","Indica uma lacuna na compreensão, incitando a exploração, o aprendizado ou o esclarecimento.","Indica un divario nella comprensione, spingendo all'esplorazione, all'apprendimento o alla chiarificazione."
Friendly,Amistoso,Amigável,Amichevole,Relationship,Relación,Relacionamento,Relazione,"Signals a painful loss of status or dignity, prompting self-reflection or boundary-setting.","Indica una pérdida dolorosa de estatus o dignidad, lo que provoca la autorreflexión o el establecimiento de límites.","Sinaliza uma perda dolorosa de status ou dignidade, incitando a autorreflexão ou a definição de limites.","Segnala una dolorosa perdita di status o dignità, spingendo all'autoriflessione o a stabilire confini."
Harmonious,Armonioso,Harmonioso,Armonioso,Relationship,Relación,Relacionamento,Relazione,"Instantly redirects attention to a sudden change, activating reflexive protection.","Redirige instantáneamente la atención a un cambio repentino, activando la protección reflexiva.","Redireciona instantaneamente a atenção para uma mudança repentina, ativando a proteção reflexiva.","Reindirizza istantaneamente l'attenzione a un cambiamento improvviso, attivando una protezione riflessiva."
Intimate,Íntimo,Íntimo,Intimo,Relationship,Relación,Relacionamento,Relazione,Brings awareness to minor irritants that may need addressing.,Trae conciencia a los irritantes menores que pueden necesitar ser abordados.,Traz a consciência para irritantes menores que podem precisar de abordagem.,Porta la consapevolezza su piccoli irritanti che potrebbero aver bisogno di essere affrontati.
Loyal,Leal,Leal,Leale,Relationship,Relación,Relacionamento,Relazione,"Protects your dignity when it feels threatened, urging you to speak up.","Protege tu dignidad cuando se siente amenazada, instándote a hablar.","Protege sua dignidade quando ela se sente ameaçada, solicitando que você se manifeste.","Protegge la tua dignità quando si sente minacciata, esortandoti a farti sentire."
Supportive,Solidario,Solidário,Di supporto,Relationship,Relación,Relacionamento,Relazione,"Reveals desires or goals inspired by others, motivating action or reflection.","Revela deseos o metas inspirados por otros, lo que motiva la acción o la reflexión.","Revela desejos ou objetivos inspirados por outros, motivando a ação ou a reflexão.","Rivela desideri o obiettivi ispirati dagli altri, motivando all'azione o alla riflessione."
Trusting,Confiado,Confiante,Fiducioso,Relationship,Relación,Relacionamento,Relazione,"Draws attention to unresolved injustice, prompting reflection and possible release.","Llama la atención sobre la injusticia no resuelta, lo que provoca la reflexión y una posible liberación.","Chama a atenção para a injustiça não resolvida, incitando a reflexão e a possível liberação.","Richiama l'attenzione su un'ingiustizia irrisolta, spingendo alla riflessione e a un possibile rilascio."
Understanding,Comprensivo,Compreensivo,Comprensivo,Relationship,Relación,Relacionamento,Relazione,"Redirects your attention to something new or unexpected, increasing adaptability.","Redirige tu atención a algo nuevo o inesperado, lo que aumenta la adaptabilidad.","Redireciona sua atenção para algo novo ou inesperado, aumentando a adaptabilidade.","Reindirizza la tua attenzione su qualcosa di nuovo o inaspettato, aumentando l'adattabilità."
Enduring,"Duradero, Resistente","Duradouro, Resistente","Durevole, Resistente",Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Sustains purpose and presence through challenges over time.,Mantiene el propósito y la presencia a través de los desafíos a lo largo del tiempo.,Sustenta o propósito e a presença através de desafios ao longo do tempo.,Sostiene lo scopo e la presenza attraverso le sfide nel tempo.
Hardy,Resistente,Resistente,Robusto,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Reflects toughness and adaptability in demanding environments.,Refleja la dureza y la adaptabilidad en entornos exigentes.,Reflete a tenacidade e a adaptabilidade em ambientes exigentes.,Riflette la tenacia e l'adattabilità in ambienti esigenti.
Persistent,Persistente,Persistente,Persistente,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Encourages continuous effort despite obstacles or delay.,Fomenta el esfuerzo continuo a pesar de los obstáculos o la demora.,Incentiva o esforço contínuo apesar de obstáculos ou atraso.,Incoraggia uno sforzo continuo nonostante gli ostacoli o il ritardo.
Resilient,Resiliente,Resiliente,Resiliente,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Enables recovery and adaptation in the face of adversity.,Permite la recuperación y la adaptación ante la adversidad.,Possibilita a recuperação e a adaptação diante da adversidade.,Abilita il recupero e l'adattamento di fronte alle avversità.
Robust,Robusto,Robusto,Robusto,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Demonstrates capacity to withstand and recover from strain.,Demuestra la capacidad para soportar y recuperarse de la tensión.,Demonstra a capacidade de suportar e se recuperar de tensões.,Dimostra la capacità di resistere e recuperare dallo stress.
Stalwart,"Fiel, Fuerte","Firme, Forte","Fedele, Robusto",Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,"Provides steadfast support and loyalty, even under pressure.","Proporciona un apoyo y una lealtad inquebrantables, incluso bajo presión.","Fornece apoio e lealdade firmes, mesmo sob pressão.","Fornisce un supporto e una lealtà incrollabili, anche sotto pressione."
Strong,Fuerte,Forte,Forte,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Supports confidence and endurance under pressure.,Apoya la confianza y la resistencia bajo presión.,Apoia a confiança e a resistência sob pressão.,Supporta la fiducia e la resistenza sotto pressione.
Tenacious,Tenaz,Tenaz,Tenace,Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Drives sustained pursuit of goals with focused determination.,Impulsa la búsqueda sostenida de metas con una determinación enfocada.,Impulsiona a busca sustentada de objetivos com determinação focada.,Guida la ricerca sostenuta degli obiettivi con una determinazione focalizzata.
Tough,"Duro, Fuerte","Duro, Forte","Duro, Resistente",Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Reinforces ability to persist through difficulty with grit.,Refuerza la capacidad de persistir a través de la dificultad con agallas.,Reforça a capacidade de persistir através da dificuldade com garra.,Rafforza la capacità di persistere attraverso le difficoltà con grinta.
Unyielding,"Inflexible, Inquebrantable","Inflexível, Inabalável","Inflessibile, Irremovibile",Resilience / Strength,Resiliencia / Fuerza,Resiliência / Força,Resilienza / Forza,Provides unwavering strength when protecting values or goals.,Proporciona una fuerza inquebrantable al proteger los valores o las metas.,Fornece força inabalável ao proteger valores ou objetivos.,Fornisce una forza incrollabile nel proteggere valori o obiettivi.
Disgusted,"Asqueado, Disgustado","Enjoado, Enojado",Disgustato,Rules,Reglas,Regras,Regole,Protects you from harm or moral violations by rejecting what feels wrong or toxic.,Te protege del daño o de las violaciones morales al rechazar lo que se siente mal o tóxico.,Protege você de danos ou violações morais rejeitando o que parece errado ou tóxico.,Ti protegge dal danno o dalle violazioni morali rifiutando ciò che senti essere sbagliato o tossico.
Dutiful,Cumplidor,Obediente,Coscienzioso,Rules,Reglas,Regras,Regole,Motivates responsible action aligned with commitments and shared expectations.,Motiva una acción responsable alineada con los compromisos y las expectativas compartidas.,Motiva a ação responsável alinhada com compromissos e expectativas compartilhadas.,Motiva un'azione responsabile allineata con impegni e aspettative condivise.
Governed,Gobernado,Governado,Governato,Rules,Reglas,Regras,Regole,Reflects internalized structure that can guide behavior and maintain order.,Refleja la estructura internalizada que puede guiar el comportamiento y mantener el orden.,Reflete a estrutura internalizada que pode guiar o comportamento e manter a ordem.,Riflette la struttura interiorizzata che può guidare il comportamento e mantenere l'ordine.
Orderly,Ordenado,Ordenado,Ordinato,Rules,Reglas,Regras,Regole,"Helps maintain clarity and predictability, especially in complex or shared spaces.","Ayuda a mantener la claridad y la previsibilidad, especialmente en espacios complejos o compartidos.","Ajuda a manter a clareza e a previsibilidade, especialmente em espaços complexos ou compartilhados.","Aiuta a mantenere chiarezza e prevedibilità, specialmente in spazi complessi o condivisi."
Regulated,Regulado,Regulado,Regolato,Rules,Reglas,Regras,Regole,Supports emotional stability by staying within agreed norms or self-set boundaries.,Apoya la estabilidad emocional al mantenerse dentro de las normas acordadas o los límites autoestablecidos.,Apoia a estabilidade emocional mantendo-se dentro de normas acordadas ou limites auto-definidos.,Supporta la stabilità emotiva rimanendo all'interno di norme concordate o confini autoimposti.
Respectful,Respetuoso,Respeitoso,Rispettoso,Rules,Reglas,Regras,Regole,Encourages social harmony by acknowledging shared norms and boundaries.,Fomenta la armonía social al reconocer las normas y los límites compartidos.,Incentiva a harmonia social ao reconhecer normas e limites compartilhados.,Incoraggia l'armonia sociale riconoscendo norme e confini condivisi.
Responsible,Responsable,Responsável,Responsabile,Rules,Reglas,Regras,Regole,Reinforces accountability and promotes trust through consistent follow-through.,Refuerza la responsabilidad y promueve la confianza a través de un seguimiento consistente.,Reforça a responsabilidade e promove a confiança através de seguimento consistente.,Rafforza la responsabilità e promuove la fiducia attraverso una coerenza costante.
Submissive,Sumiso,Submisso,Sottomesso,Rules,Reglas,Regras,Regole,"Signals willingness to defer, which can reduce conflict and support cooperation when wisely chosen.","Indica la voluntad de ceder, lo que puede reducir el conflicto y apoyar la cooperación cuando se elige sabiamente.","Sinaliza a disposição de ceder, o que pode reduzir o conflito e apoiar a cooperação quando escolhido sabiamente.","Segnala la volontà di cedere, che può ridurre il conflitto e supportare la cooperazione quando scelto saggiamente."
